Text,Verdict
engine electrical output 18321 kw make largest gas power generate set world,neutral
nokia us share 33 percent lower $ 1273 1750 gmt,negative
scanfil systems supplier contract manufacturer communications sector start personnel negotiations oulu finland lay staff temporarily,negative
accord notification holdings ameriprice inc group company total 808973 share represent 3582 % tekla - share vote right,neutral
talentum 's net sales september smaller expect,negative
yesterday legrand issue e300 million fix rate deal mature 2017,neutral
transaction plan finance eur40m market-based loan grant standard charter bank hong kong,neutral
718430 new series share become subject trade helsinki stock exchange 's main list together old series share july 3 2006,neutral
operate profit exclude non-recurring items total eur 22 mn eur 27 mn correspond period 2008,negative
aspocomp repay interest bear liability standard charter bank use rest consideration partially repay interest bear liabilities finland improve liquidity,positive
pretax profit rise eur 06 mn eur 04 mn correspond period 2005,positive
czech republic profile unit ostrava close machinery relocate ruukki 's bigger plant hungary poland romania end first quarter 2009,neutral
operate loss pulp & paper machinery unit eur 3mn september 2007 - august 2008 compare profit eur 37 mn year earlier,negative
acquisition considerably increase kemira 's sales market position russian metal industry coatings market,positive
north-rhine westphalia - issue benchmark 5 year fix rate deal euros,neutral
netcom expect complete turbo 3g deployment areas year,neutral
md henning bahr stockmann gruppen praise trend since chain become stronger decision-making process clear,positive
demand seem hit bottom sign improvement see,positive
finnish exel composites technology company design manufacture market composite profile tube various industrial applications report net sales decrease 06 % second quarter 2010 eur 192 mn eur 193 mn correspond period 2009,negative
`` allow young child move forward life ``,positive
scanfil issue profit warn 10 april 2006,negative
l & operative finland sweden latvia russia norway,neutral
1201 pm omx helsinki 25 066 pct 314357 omx helsinki 067 pct lower 1053074 253 mln eur turnover,negative
operate result show loss eur 29 mn year show profit eur 06 mn,negative
passenger-related revenue rise 51 % eur 4608 mn eur 4385 mn 2009,positive
finnish business software group affectogenimap oyj say net profit halve 12 mln euro ( $ 15 mln ) first nine months 2006 22 mln euro ( $ 28 mln ) period 2005,negative
currently operate fleet eight carriers well nine pushers barge,neutral
`` follow last year 's good profit development enter current year good position,positive
reduction notice apply 17 people,negative
australian company mirabela nickel award outokumpu technology contract grind technology nickel sulfide project bahia state brazil,positive
latvia 's stockmann shop mall subsidiary finland 's stockmann plc,neutral
`` marimekko operate industry change business climate reflect consumer demand,neutral
operate three distinct brand unite supermarkets market street unite supermercado,neutral
orion pharma 's operate profit increase 425 % 2004,positive
exel want serve industrial customers individual products,neutral
hold 38 percent outokumpu 's share vote right 2001 lawmakers give permission reduce stake 10 percent,neutral
operate loss total eur 25mn compare profit eur 63mn correspond period 2005,negative
`` decision resolve meego stronger `` continue,positive
inspect company strategic strengths weaknesses,neutral
18 may 2010 - finnish electronics producer elcoteq se hel elqav say today sign extensive cooperation agreement industrialisation manufacture distribution after-market service mobile phone japan 's sharp tyo 6753,positive
total capital fund manage bank decrease 28 % eur 284mn end september 2008,negative
operate profit fell eur 381 mn eur 553 mn 2007,negative
jan 6 -- ford struggle face slow truck suv sales surfeit up-to-date get ta -have cars,negative
operate loss total eur 09 mn profit eur 27 mn,negative
lay-offs affect 240 people total 320 okmetic employees finland,negative
fi develop cooperation keyword advertise microsoft,positive
operate profit decrease eur 112 mn eur 166 mn,negative
`` acquisition elektros pavara complete kone 's market expansion strategy baltic countries,positive
stx finland oy sign preliminary agreement build environmentally friendly new generation cruise ferry viking line manage turku finland stockholm sweden withviking line abp,positive
raute report loss per share eur0 86 first half 2009 eps eur0 74 correspond period 2008,negative
adp news - apr 22 2009 - finnish business information systems developer solteq oyj hel stq1v say today net loss widen eur 189000 usd 245000 first quarter 2009 eur 10000 peri,negative
addition kone sign two-year maintenance contract escalators,positive
finnish national carrier say net loss april june euro26 million net profit euro13 million year earlier,negative
exel want serve industrial customers individual products,neutral
group 's operate loss eur 08 mn profit eur 25 mn 2004,negative
alma media 's net sales 2009 total meur 3078 operate margin 135 per cent,neutral
cargotec also move hallberg-ivarsson 's service installation business roof service center kalmar macgregor solutions gothenburg,neutral
insurer axa ( par cs ) slide 535 % eur 1415 citigroup ing slash target stock,negative
estonian telecoms company elisa 's customer number cross 400000 tallinn oct 22 bns - estonian telecommunications company elisa approximately 50000 new clients nine months year bring number 401800 end september company say,positive
omeo ( wwwomeose ) employ 55 expect net sales 23 mln euro ( $ 298 mln ) fiscal 2006-2007 end april 30 2007,neutral
operate profit exclude non-recurring items amount eur 406 mn eur 573 mn year-on-year,negative
fair value investment properties total eur 25349 mn eur 24551 mn 2006,positive
broad range connectivity options include 3g - hspa wi-fi give consumers high speed access internet,neutral
finnish cargotec award significant order total 292 hiab loader crane bae systems us,positive
337 pm eastern time block 2400 contract change hand bid price $ 045,neutral
stichting pensioenfonds abp 4 118 122 share represent 519 % share capital vote right,neutral
report go provide detail profile ten lead european specialty chemicals company brief profile major players,neutral
rebuild design improve machine ' performance product quality,positive
operate profit exclude non-recurring items amount eur 406 mn eur 573 mn year-on-year,negative
inventor issue us patent,neutral
firm 's service include copy print cad-modelling digital print scan sokopro project bank courier service,neutral
alma media 's net sales 2009 total meur 3078 operate margin 135 per cent,neutral
